Location|Position|Local Time|Conditions Time|Temperature|Pressure|Humidity
Waitara|-33.7,151.1,171|2017-08-26 14:00:00|Sunny|20.05|1021.41|40
Waitara|-33.7,151.1,171|2017-08-26 15:00:00|Sunny|19.64|1020.71|41
Waitara|-33.7,151.1,171|2017-08-26 16:00:00|Sunny|18.52|1020.24|45
Waitara|-33.7,151.1,171|2017-08-26 17:00:00|Sunny|16.52|1020.17|53
Waitara|-33.7,151.1,171|2017-08-26 18:00:00|Sunny|14.28|1020.3|64
Waitara|-33.7,151.1,171|2017-08-26 19:00:00|Sunny|12.53|1020.48|74
Waitara|-33.7,151.1,171|2017-08-26 20:00:00|Sunny|11.54|1020.72|77
Waitara|-33.7,151.1,171|2017-08-26 21:00:00|Sunny|10.61|1020.98|78
Waitara|-33.7,151.1,171|2017-08-26 22:00:00|Sunny|9.54|1021.04|80
Waitara|-33.7,151.1,171|2017-08-26 23:00:00|Sunny|8.62|1020.77|82
Waitara|-33.7,151.1,171|2017-08-27 00:00:00|Rain|7.99|1020.32|81
Waitara|-33.7,151.1,171|2017-08-27 01:00:00|Rain|7.64|1019.85|80
Waitara|-33.7,151.1,171|2017-08-27 02:00:00|Rain|7.31|1019.27|79
Waitara|-33.7,151.1,171|2017-08-27 03:00:00|Rain|6.7|1018.67|80
Waitara|-33.7,151.1,171|2017-08-27 04:00:00|Rain|5.91|1018.28|82
Waitara|-33.7,151.1,171|2017-08-27 05:00:00|Rain|5.26|1018.28|85
Waitara|-33.7,151.1,171|2017-08-27 06:00:00|Rain|5.09|1018.51|86
Waitara|-33.7,151.1,171|2017-08-27 07:00:00|Rain|5.99|1018.61|82
Waitara|-33.7,151.1,171|2017-08-27 08:00:00|Rain|8.23|1018.57|70
Waitara|-33.7,151.1,171|2017-08-27 09:00:00|Rain|10.96|1018.4|59
Waitara|-33.7,151.1,171|2017-08-27 10:00:00|Rain|13.19|1018.06|51
Waitara|-33.7,151.1,171|2017-08-27 11:00:00|Rain|14.78|1017.3|45
Waitara|-33.7,151.1,171|2017-08-27 12:00:00|Sunny|16.27|1016.33|40
Waitara|-33.7,151.1,171|2017-08-27 13:00:00|Sunny|17.19|1015.6|37
Waitara|-33.7,151.1,171|2017-08-27 14:00:00|Sunny|17.53|1015.25|36
Waitara|-33.7,151.1,171|2017-08-27 15:00:00|Sunny|17.08|1015.16|38
Waitara|-33.7,151.1,171|2017-08-27 16:00:00|Rain|15.87|1015.38|43
Waitara|-33.7,151.1,171|2017-08-27 17:00:00|Rain|13.59|1016.1|51
Waitara|-33.7,151.1,171|2017-08-27 18:00:00|Rain|10.99|1017.15|63
Waitara|-33.7,151.1,171|2017-08-27 19:00:00|Rain|8.92|1018.06|74
Waitara|-33.7,151.1,171|2017-08-27 20:00:00|Rain|7.92|1018.68|76
Waitara|-33.7,151.1,171|2017-08-27 21:00:00|Rain|7.16|1019.14|76
Waitara|-33.7,151.1,171|2017-08-27 22:00:00|Rain|6.56|1019.46|74
Waitara|-33.7,151.1,171|2017-08-27 23:00:00|Rain|5.94|1019.59|74
Waitara|-33.7,151.1,171|2017-08-28 00:00:00|Rain|5.51|1019.55|72
Waitara|-33.7,151.1,171|2017-08-28 01:00:00|Rain|5.24|1019.47|70
Waitara|-33.7,151.1,171|2017-08-28 02:00:00|Rain|5|1019.32|69
Waitara|-33.7,151.1,171|2017-08-28 03:00:00|Rain|4.58|1019.13|70
Waitara|-33.7,151.1,171|2017-08-28 04:00:00|Rain|4.17|1019.12|71
Waitara|-33.7,151.1,171|2017-08-28 05:00:00|Sunny|3.97|1019.44|71
Waitara|-33.7,151.1,171|2017-08-28 06:00:00|Sunny|4.22|1019.96|69
Waitara|-33.7,151.1,171|2017-08-28 07:00:00|Sunny|5.24|1020.4|65
Waitara|-33.7,151.1,171|2017-08-28 08:00:00|Sunny|7.17|1020.74|60
Waitara|-33.7,151.1,171|2017-08-28 09:00:00|Sunny|9.44|1021.01|54
Waitara|-33.7,151.1,171|2017-08-28 10:00:00|Sunny|11.3|1021.08|50
Waitara|-33.7,151.1,171|2017-08-28 11:00:00|Sunny|12.74|1020.71|47
Waitara|-33.7,151.1,171|2017-08-28 12:00:00|Sunny|14.03|1020.14|43
Waitara|-33.7,151.1,171|2017-08-28 13:00:00|Sunny|15.07|1019.74|41
Waitara|-33.7,151.1,171|2017-08-28 14:00:00|Sunny|15.61|1019.61|40
Wynyard|-40.98,145.72,58|2017-08-26 14:00:00|Rain|12.71|1015.78|74
Wynyard|-40.98,145.72,58|2017-08-26 15:00:00|Rain|12.49|1014.93|74
Wynyard|-40.98,145.72,58|2017-08-26 16:00:00|Rain|12.15|1014.18|75
Wynyard|-40.98,145.72,58|2017-08-26 17:00:00|Rain|11.69|1013.54|77
Wynyard|-40.98,145.72,58|2017-08-26 18:00:00|Rain|11.17|1012.98|80
Wynyard|-40.98,145.72,58|2017-08-26 19:00:00|Rain|10.5|1012.69|83
Wynyard|-40.98,145.72,58|2017-08-26 20:00:00|Rain|9.59|1012.77|86
Wynyard|-40.98,145.72,58|2017-08-26 21:00:00|Rain|8.63|1013.09|89
Wynyard|-40.98,145.72,58|2017-08-26 22:00:00|Rain|7.69|1013.53|90
Wynyard|-40.98,145.72,58|2017-08-26 23:00:00|Rain|6.96|1014.12|87
Wynyard|-40.98,145.72,58|2017-08-27 00:00:00|Rain|6.25|1014.84|82
Wynyard|-40.98,145.72,58|2017-08-27 01:00:00|Rain|5.6|1015.62|79
Wynyard|-40.98,145.72,58|2017-08-27 02:00:00|Rain|5.01|1016.43|78
Wynyard|-40.98,145.72,58|2017-08-27 03:00:00|Rain|4.41|1017.31|78
Wynyard|-40.98,145.72,58|2017-08-27 04:00:00|Rain|4.18|1018.22|78
Wynyard|-40.98,145.72,58|2017-08-27 05:00:00|Sunny|3.97|1019.09|78
Wynyard|-40.98,145.72,58|2017-08-27 06:00:00|Sunny|4.12|1020.03|76
Wynyard|-40.98,145.72,58|2017-08-27 07:00:00|Sunny|4.64|1020.84|73
Wynyard|-40.98,145.72,58|2017-08-27 08:00:00|Sunny|5.71|1021.56|68
Wynyard|-40.98,145.72,58|2017-08-27 09:00:00|Sunny|6.97|1022.16|63
Wynyard|-40.98,145.72,58|2017-08-27 10:00:00|Sunny|8.19|1022.64|57
Wynyard|-40.98,145.72,58|2017-08-27 11:00:00|Sunny|9.21|1022.82|53
Wynyard|-40.98,145.72,58|2017-08-27 12:00:00|Rain|10.13|1022.83|49
Wynyard|-40.98,145.72,58|2017-08-27 13:00:00|Rain|10.57|1022.87|47
Wynyard|-40.98,145.72,58|2017-08-27 14:00:00|Rain|10.78|1022.96|46
Wynyard|-40.98,145.72,58|2017-08-27 15:00:00|Rain|10.35|1023.09|47
Wynyard|-40.98,145.72,58|2017-08-27 16:00:00|Rain|9.69|1023.31|50
Wynyard|-40.98,145.72,58|2017-08-27 17:00:00|Rain|8.64|1023.76|54
Wynyard|-40.98,145.72,58|2017-08-27 18:00:00|Rain|7.61|1024.3|60
Wynyard|-40.98,145.72,58|2017-08-27 19:00:00|Sunny|6.64|1024.77|65
Wynyard|-40.98,145.72,58|2017-08-27 20:00:00|Sunny|6.02|1025.15|68
Wynyard|-40.98,145.72,58|2017-08-27 21:00:00|Sunny|5.62|1025.47|70
Wynyard|-40.98,145.72,58|2017-08-27 22:00:00|Sunny|5.19|1025.62|72
Wynyard|-40.98,145.72,58|2017-08-27 23:00:00|Sunny|4.8|1025.57|75
Wynyard|-40.98,145.72,58|2017-08-28 00:00:00|Sunny|4.39|1025.37|79
Wynyard|-40.98,145.72,58|2017-08-28 01:00:00|Sunny|3.99|1025.14|82
Wynyard|-40.98,145.72,58|2017-08-28 02:00:00|Sunny|3.56|1024.86|85
Wynyard|-40.98,145.72,58|2017-08-28 03:00:00|Sunny|3.16|1024.57|87
Wynyard|-40.98,145.72,58|2017-08-28 04:00:00|Sunny|2.93|1024.35|89
Wynyard|-40.98,145.72,58|2017-08-28 05:00:00|Sunny|2.88|1024.39|90
Wynyard|-40.98,145.72,58|2017-08-28 06:00:00|Sunny|3.16|1024.49|89
Wynyard|-40.98,145.72,58|2017-08-28 07:00:00|Sunny|4.06|1024.63|85
Wynyard|-40.98,145.72,58|2017-08-28 08:00:00|Sunny|5.86|1024.78|79
Wynyard|-40.98,145.72,58|2017-08-28 09:00:00|Sunny|8.19|1024.92|71
Wynyard|-40.98,145.72,58|2017-08-28 10:00:00|Sunny|10.16|1024.88|65
Wynyard|-40.98,145.72,58|2017-08-28 11:00:00|Sunny|11.42|1024.51|62
Wynyard|-40.98,145.72,58|2017-08-28 12:00:00|Rain|12.36|1023.91|59
Wynyard|-40.98,145.72,58|2017-08-28 13:00:00|Rain|12.97|1023.37|56
Wynyard|-40.98,145.72,58|2017-08-28 14:00:00|Rain|13.22|1022.97|56
Fortitude Valley|-27.45,153.03,21|2017-08-26 14:00:00|Sunny|22.67|1019.77|39
Fortitude Valley|-27.45,153.03,21|2017-08-26 15:00:00|Sunny|22.32|1019.45|40
Fortitude Valley|-27.45,153.03,21|2017-08-26 16:00:00|Sunny|21.58|1019.37|43
Fortitude Valley|-27.45,153.03,21|2017-08-26 17:00:00|Sunny|20.27|1019.61|48
Fortitude Valley|-27.45,153.03,21|2017-08-26 18:00:00|Sunny|18.57|1020.12|56
Fortitude Valley|-27.45,153.03,21|2017-08-26 19:00:00|Sunny|16.9|1020.61|64
Fortitude Valley|-27.45,153.03,21|2017-08-26 20:00:00|Sunny|15.79|1021.01|71
Fortitude Valley|-27.45,153.03,21|2017-08-26 21:00:00|Sunny|14.86|1021.38|77
Fortitude Valley|-27.45,153.03,21|2017-08-26 22:00:00|Sunny|13.97|1021.58|82
Fortitude Valley|-27.45,153.03,21|2017-08-26 23:00:00|Sunny|13.27|1021.54|84
Fortitude Valley|-27.45,153.03,21|2017-08-27 00:00:00|Sunny|12.89|1021.32|84
Fortitude Valley|-27.45,153.03,21|2017-08-27 01:00:00|Rain|12.91|1021.03|82
Fortitude Valley|-27.45,153.03,21|2017-08-27 02:00:00|Rain|12.97|1020.62|80
Fortitude Valley|-27.45,153.03,21|2017-08-27 03:00:00|Rain|12.83|1020.18|80
Fortitude Valley|-27.45,153.03,21|2017-08-27 04:00:00|Rain|12.43|1019.9|82
Fortitude Valley|-27.45,153.03,21|2017-08-27 05:00:00|Rain|11.99|1020.1|83
Fortitude Valley|-27.45,153.03,21|2017-08-27 06:00:00|Rain|11.76|1020.5|84
Fortitude Valley|-27.45,153.03,21|2017-08-27 07:00:00|Rain|12.37|1020.72|82
Fortitude Valley|-27.45,153.03,21|2017-08-27 08:00:00|Rain|14.27|1020.72|74
Fortitude Valley|-27.45,153.03,21|2017-08-27 09:00:00|Sunny|16.97|1020.53|65
Fortitude Valley|-27.45,153.03,21|2017-08-27 10:00:00|Sunny|19.22|1020.07|56
Fortitude Valley|-27.45,153.03,21|2017-08-27 11:00:00|Sunny|20.9|1019.2|49
Fortitude Valley|-27.45,153.03,21|2017-08-27 12:00:00|Sunny|22.08|1018.04|43
Fortitude Valley|-27.45,153.03,21|2017-08-27 13:00:00|Sunny|22.61|1017.08|40
Fortitude Valley|-27.45,153.03,21|2017-08-27 14:00:00|Rain|22.25|1016.38|41
Fortitude Valley|-27.45,153.03,21|2017-08-27 15:00:00|Rain|21.31|1015.86|44
Fortitude Valley|-27.45,153.03,21|2017-08-27 16:00:00|Rain|20.16|1015.65|48
Fortitude Valley|-27.45,153.03,21|2017-08-27 17:00:00|Rain|19.15|1015.86|51
Fortitude Valley|-27.45,153.03,21|2017-08-27 18:00:00|Rain|17.98|1016.36|54
Fortitude Valley|-27.45,153.03,21|2017-08-27 19:00:00|Rain|16.76|1016.82|56
Fortitude Valley|-27.45,153.03,21|2017-08-27 20:00:00|Rain|15.53|1017.2|57
Fortitude Valley|-27.45,153.03,21|2017-08-27 21:00:00|Rain|14.23|1017.56|59
Fortitude Valley|-27.45,153.03,21|2017-08-27 22:00:00|Rain|12.97|1017.75|60
Fortitude Valley|-27.45,153.03,21|2017-08-27 23:00:00|Rain|11.91|1017.66|60
Fortitude Valley|-27.45,153.03,21|2017-08-28 00:00:00|Sunny|11.2|1017.41|60
Fortitude Valley|-27.45,153.03,21|2017-08-28 01:00:00|Sunny|10.89|1017.19|59
Fortitude Valley|-27.45,153.03,21|2017-08-28 02:00:00|Sunny|10.73|1017.03|57
Fortitude Valley|-27.45,153.03,21|2017-08-28 03:00:00|Sunny|10.54|1016.92|57
Fortitude Valley|-27.45,153.03,21|2017-08-28 04:00:00|Sunny|10.28|1017.03|57
Fortitude Valley|-27.45,153.03,21|2017-08-28 05:00:00|Sunny|9.92|1017.6|59
Fortitude Valley|-27.45,153.03,21|2017-08-28 06:00:00|Sunny|9.76|1018.39|57
Fortitude Valley|-27.45,153.03,21|2017-08-28 07:00:00|Sunny|10.54|1019|55
Fortitude Valley|-27.45,153.03,21|2017-08-28 08:00:00|Sunny|12.81|1019.32|49
Fortitude Valley|-27.45,153.03,21|2017-08-28 09:00:00|Sunny|15.88|1019.45|41
Fortitude Valley|-27.45,153.03,21|2017-08-28 10:00:00|Sunny|18.55|1019.26|36
Fortitude Valley|-27.45,153.03,21|2017-08-28 11:00:00|Sunny|20.27|1018.5|31
Fortitude Valley|-27.45,153.03,21|2017-08-28 12:00:00|Sunny|21.54|1017.39|28
Fortitude Valley|-27.45,153.03,21|2017-08-28 13:00:00|Sunny|22.34|1016.58|25
Fortitude Valley|-27.45,153.03,21|2017-08-28 14:00:00|Sunny|22.8|1016.23|23
Parramatta|-33.81,151.0,12|2017-08-26 14:00:00|Sunny|21.2|1021.35|36
Parramatta|-33.81,151.0,12|2017-08-26 15:00:00|Sunny|21.03|1020.65|36
Parramatta|-33.81,151.0,12|2017-08-26 16:00:00|Sunny|20.19|1020.17|39
Parramatta|-33.81,151.0,12|2017-08-26 17:00:00|Sunny|18.21|1020.12|45
Parramatta|-33.81,151.0,12|2017-08-26 18:00:00|Sunny|15.59|1020.28|56
Parramatta|-33.81,151.0,12|2017-08-26 19:00:00|Sunny|13.41|1020.49|67
Parramatta|-33.81,151.0,12|2017-08-26 20:00:00|Sunny|12.46|1020.73|69
Parramatta|-33.81,151.0,12|2017-08-26 21:00:00|Sunny|11.91|1021|68
Parramatta|-33.81,151.0,12|2017-08-26 22:00:00|Sunny|11.22|1021.07|67
Parramatta|-33.81,151.0,12|2017-08-26 23:00:00|Sunny|10.33|1020.78|68
Parramatta|-33.81,151.0,12|2017-08-27 00:00:00|Rain|9.44|1020.32|69
Parramatta|-33.81,151.0,12|2017-08-27 01:00:00|Rain|8.68|1019.83|70
Parramatta|-33.81,151.0,12|2017-08-27 02:00:00|Rain|8.06|1019.25|71
Parramatta|-33.81,151.0,12|2017-08-27 03:00:00|Rain|7.47|1018.66|73
Parramatta|-33.81,151.0,12|2017-08-27 04:00:00|Rain|6.93|1018.28|74
Parramatta|-33.81,151.0,12|2017-08-27 05:00:00|Rain|6.46|1018.27|76
Parramatta|-33.81,151.0,12|2017-08-27 06:00:00|Rain|6.24|1018.48|77
Parramatta|-33.81,151.0,12|2017-08-27 07:00:00|Rain|6.9|1018.57|74
Parramatta|-33.81,151.0,12|2017-08-27 08:00:00|Rain|8.89|1018.52|66
Parramatta|-33.81,151.0,12|2017-08-27 09:00:00|Rain|11.58|1018.34|55
Parramatta|-33.81,151.0,12|2017-08-27 10:00:00|Rain|14.01|1018|47
Parramatta|-33.81,151.0,12|2017-08-27 11:00:00|Rain|15.88|1017.24|41
Parramatta|-33.81,151.0,12|2017-08-27 12:00:00|Sunny|17.46|1016.27|36
Parramatta|-33.81,151.0,12|2017-08-27 13:00:00|Sunny|18.36|1015.57|34
Parramatta|-33.81,151.0,12|2017-08-27 14:00:00|Sunny|18.55|1015.26|34
Parramatta|-33.81,151.0,12|2017-08-27 15:00:00|Rain|17.99|1015.21|37
Parramatta|-33.81,151.0,12|2017-08-27 16:00:00|Rain|16.9|1015.47|41
Parramatta|-33.81,151.0,12|2017-08-27 17:00:00|Rain|14.83|1016.22|47
Parramatta|-33.81,151.0,12|2017-08-27 18:00:00|Rain|12.26|1017.3|56
Parramatta|-33.81,151.0,12|2017-08-27 19:00:00|Rain|10.16|1018.22|65
Parramatta|-33.81,151.0,12|2017-08-27 20:00:00|Rain|9.24|1018.84|66
Parramatta|-33.81,151.0,12|2017-08-27 21:00:00|Rain|8.61|1019.29|65
Parramatta|-33.81,151.0,12|2017-08-27 22:00:00|Rain|8.17|1019.58|62
Parramatta|-33.81,151.0,12|2017-08-27 23:00:00|Rain|7.57|1019.69|62
Parramatta|-33.81,151.0,12|2017-08-28 00:00:00|Rain|6.93|1019.64|61
Parramatta|-33.81,151.0,12|2017-08-28 01:00:00|Rain|6.43|1019.56|61
Parramatta|-33.81,151.0,12|2017-08-28 02:00:00|Rain|6.16|1019.41|60
Parramatta|-33.81,151.0,12|2017-08-28 03:00:00|Rain|5.97|1019.25|60
Parramatta|-33.81,151.0,12|2017-08-28 04:00:00|Rain|5.87|1019.24|60
Parramatta|-33.81,151.0,12|2017-08-28 05:00:00|Sunny|5.74|1019.56|60
Parramatta|-33.81,151.0,12|2017-08-28 06:00:00|Sunny|5.77|1020.08|59
Parramatta|-33.81,151.0,12|2017-08-28 07:00:00|Sunny|6.42|1020.52|56
Parramatta|-33.81,151.0,12|2017-08-28 08:00:00|Sunny|8.07|1020.86|54
Parramatta|-33.81,151.0,12|2017-08-28 09:00:00|Sunny|10.28|1021.12|50
Parramatta|-33.81,151.0,12|2017-08-28 10:00:00|Sunny|12.28|1021.16|46
Parramatta|-33.81,151.0,12|2017-08-28 11:00:00|Sunny|13.91|1020.79|42
Parramatta|-33.81,151.0,12|2017-08-28 12:00:00|Sunny|15.32|1020.2|38
Parramatta|-33.81,151.0,12|2017-08-28 13:00:00|Sunny|16.37|1019.8|36
Parramatta|-33.81,151.0,12|2017-08-28 14:00:00|Sunny|16.93|1019.65|35
Herston|-27.44,153.02,31|2017-08-26 14:00:00|Sunny|22.74|1019.77|39
Herston|-27.44,153.02,31|2017-08-26 15:00:00|Sunny|22.4|1019.44|40
Herston|-27.44,153.02,31|2017-08-26 16:00:00|Sunny|21.66|1019.36|43
Herston|-27.44,153.02,31|2017-08-26 17:00:00|Sunny|20.37|1019.6|48
Herston|-27.44,153.02,31|2017-08-26 18:00:00|Sunny|18.65|1020.12|55
Herston|-27.44,153.02,31|2017-08-26 19:00:00|Sunny|16.94|1020.6|64
Herston|-27.44,153.02,31|2017-08-26 20:00:00|Sunny|15.78|1021|70
Herston|-27.44,153.02,31|2017-08-26 21:00:00|Sunny|14.81|1021.38|77
Herston|-27.44,153.02,31|2017-08-26 22:00:00|Sunny|13.88|1021.58|82
Herston|-27.44,153.02,31|2017-08-26 23:00:00|Sunny|13.16|1021.54|85
Herston|-27.44,153.02,31|2017-08-27 00:00:00|Sunny|12.78|1021.33|84
Herston|-27.44,153.02,31|2017-08-27 01:00:00|Sunny|12.82|1021.03|82
Herston|-27.44,153.02,31|2017-08-27 02:00:00|Rain|12.92|1020.63|80
Herston|-27.44,153.02,31|2017-08-27 03:00:00|Rain|12.81|1020.18|80
Herston|-27.44,153.02,31|2017-08-27 04:00:00|Rain|12.41|1019.91|82
Herston|-27.44,153.02,31|2017-08-27 05:00:00|Rain|11.94|1020.1|83
Herston|-27.44,153.02,31|2017-08-27 06:00:00|Rain|11.69|1020.5|84
Herston|-27.44,153.02,31|2017-08-27 07:00:00|Rain|12.31|1020.72|82
Herston|-27.44,153.02,31|2017-08-27 08:00:00|Rain|14.28|1020.73|74
Herston|-27.44,153.02,31|2017-08-27 09:00:00|Sunny|17.08|1020.54|64
Herston|-27.44,153.02,31|2017-08-27 10:00:00|Sunny|19.39|1020.07|56
Herston|-27.44,153.02,31|2017-08-27 11:00:00|Sunny|21.09|1019.21|49
Herston|-27.44,153.02,31|2017-08-27 12:00:00|Sunny|22.23|1018.03|43
Herston|-27.44,153.02,31|2017-08-27 13:00:00|Sunny|22.73|1017.08|40
Herston|-27.44,153.02,31|2017-08-27 14:00:00|Rain|22.33|1016.38|40
Herston|-27.44,153.02,31|2017-08-27 15:00:00|Rain|21.36|1015.86|44
Herston|-27.44,153.02,31|2017-08-27 16:00:00|Rain|20.21|1015.66|47
Herston|-27.44,153.02,31|2017-08-27 17:00:00|Rain|19.22|1015.86|50
Herston|-27.44,153.02,31|2017-08-27 18:00:00|Rain|18.04|1016.37|53
Herston|-27.44,153.02,31|2017-08-27 19:00:00|Rain|16.81|1016.82|56
Herston|-27.44,153.02,31|2017-08-27 20:00:00|Rain|15.52|1017.21|56
Herston|-27.44,153.02,31|2017-08-27 21:00:00|Rain|14.16|1017.57|59
Herston|-27.44,153.02,31|2017-08-27 22:00:00|Rain|12.85|1017.76|60
Herston|-27.44,153.02,31|2017-08-27 23:00:00|Rain|11.76|1017.67|61
Herston|-27.44,153.02,31|2017-08-28 00:00:00|Sunny|11.06|1017.42|60
Herston|-27.44,153.02,31|2017-08-28 01:00:00|Sunny|10.78|1017.2|59
Herston|-27.44,153.02,31|2017-08-28 02:00:00|Sunny|10.66|1017.05|57
Herston|-27.44,153.02,31|2017-08-28 03:00:00|Sunny|10.51|1016.94|57
Herston|-27.44,153.02,31|2017-08-28 04:00:00|Sunny|10.24|1017.04|57
Herston|-27.44,153.02,31|2017-08-28 05:00:00|Sunny|9.87|1017.62|59
Herston|-27.44,153.02,31|2017-08-28 06:00:00|Sunny|9.69|1018.4|57
Herston|-27.44,153.02,31|2017-08-28 07:00:00|Sunny|10.5|1019.01|55
Herston|-27.44,153.02,31|2017-08-28 08:00:00|Sunny|12.82|1019.33|49
Herston|-27.44,153.02,31|2017-08-28 09:00:00|Sunny|15.98|1019.46|41
Herston|-27.44,153.02,31|2017-08-28 10:00:00|Sunny|18.71|1019.27|35
Herston|-27.44,153.02,31|2017-08-28 11:00:00|Sunny|20.44|1018.51|31
Herston|-27.44,153.02,31|2017-08-28 12:00:00|Sunny|21.7|1017.4|27
Herston|-27.44,153.02,31|2017-08-28 13:00:00|Sunny|22.47|1016.58|25
Herston|-27.44,153.02,31|2017-08-28 14:00:00|Sunny|22.9|1016.23|23
Docklands|-37.81,144.94,10|2017-08-26 14:00:00|Rain|15.09|1021.89|56
Docklands|-37.81,144.94,10|2017-08-26 15:00:00|Rain|14.69|1021.36|57
Docklands|-37.81,144.94,10|2017-08-26 16:00:00|Rain|14.09|1020.95|61
Docklands|-37.81,144.94,10|2017-08-26 17:00:00|Rain|13.29|1020.84|63
Docklands|-37.81,144.94,10|2017-08-26 18:00:00|Rain|12.54|1020.88|65
Docklands|-37.81,144.94,10|2017-08-26 19:00:00|Rain|11.95|1020.85|67
Docklands|-37.81,144.94,10|2017-08-26 20:00:00|Rain|11.54|1020.7|69
Docklands|-37.81,144.94,10|2017-08-26 21:00:00|Rain|11.04|1020.51|71
Docklands|-37.81,144.94,10|2017-08-26 22:00:00|Rain|10.45|1020.24|74
Docklands|-37.81,144.94,10|2017-08-26 23:00:00|Rain|9.93|1019.84|77
Docklands|-37.81,144.94,10|2017-08-27 00:00:00|Rain|9.54|1019.39|79
Docklands|-37.81,144.94,10|2017-08-27 01:00:00|Rain|9.22|1019.17|81
Docklands|-37.81,144.94,10|2017-08-27 02:00:00|Rain|8.78|1019.33|83
Docklands|-37.81,144.94,10|2017-08-27 03:00:00|Rain|8.17|1019.71|84
Docklands|-37.81,144.94,10|2017-08-27 04:00:00|Rain|7.83|1020.24|83
Docklands|-37.81,144.94,10|2017-08-27 05:00:00|Rain|7.66|1020.9|79
Docklands|-37.81,144.94,10|2017-08-27 06:00:00|Rain|7.66|1021.72|74
Docklands|-37.81,144.94,10|2017-08-27 07:00:00|Rain|8.08|1022.47|67
Docklands|-37.81,144.94,10|2017-08-27 08:00:00|Rain|8.92|1023.1|62
Docklands|-37.81,144.94,10|2017-08-27 09:00:00|Rain|9.93|1023.65|56
Docklands|-37.81,144.94,10|2017-08-27 10:00:00|Rain|10.59|1024.03|54
Docklands|-37.81,144.94,10|2017-08-27 11:00:00|Rain|10.88|1024.12|53
Docklands|-37.81,144.94,10|2017-08-27 12:00:00|Rain|10.78|1024.02|54
Docklands|-37.81,144.94,10|2017-08-27 13:00:00|Rain|10.6|1023.95|55
Docklands|-37.81,144.94,10|2017-08-27 14:00:00|Rain|10.39|1023.99|56
Docklands|-37.81,144.94,10|2017-08-27 15:00:00|Rain|10.13|1024.08|56
Docklands|-37.81,144.94,10|2017-08-27 16:00:00|Rain|9.75|1024.31|59
Docklands|-37.81,144.94,10|2017-08-27 17:00:00|Rain|9.29|1024.75|61
Docklands|-37.81,144.94,10|2017-08-27 18:00:00|Rain|8.77|1025.3|62
Docklands|-37.81,144.94,10|2017-08-27 19:00:00|Rain|8.42|1025.76|64
Docklands|-37.81,144.94,10|2017-08-27 20:00:00|Rain|8.22|1026.06|66
Docklands|-37.81,144.94,10|2017-08-27 21:00:00|Rain|8.02|1026.31|69
Docklands|-37.81,144.94,10|2017-08-27 22:00:00|Rain|7.71|1026.41|72
Docklands|-37.81,144.94,10|2017-08-27 23:00:00|Rain|7.39|1026.35|75
Docklands|-37.81,144.94,10|2017-08-28 00:00:00|Rain|7.18|1026.2|77
Docklands|-37.81,144.94,10|2017-08-28 01:00:00|Rain|7.09|1026.05|77
Docklands|-37.81,144.94,10|2017-08-28 02:00:00|Rain|7.06|1025.85|77
Docklands|-37.81,144.94,10|2017-08-28 03:00:00|Rain|6.98|1025.65|76
Docklands|-37.81,144.94,10|2017-08-28 04:00:00|Rain|6.88|1025.56|76
Docklands|-37.81,144.94,10|2017-08-28 05:00:00|Rain|6.86|1025.74|76
Docklands|-37.81,144.94,10|2017-08-28 06:00:00|Rain|6.97|1026.03|76
Docklands|-37.81,144.94,10|2017-08-28 07:00:00|Rain|7.32|1026.33|75
Docklands|-37.81,144.94,10|2017-08-28 08:00:00|Rain|7.89|1026.63|74
Docklands|-37.81,144.94,10|2017-08-28 09:00:00|Rain|8.57|1026.92|73
Docklands|-37.81,144.94,10|2017-08-28 10:00:00|Rain|9.23|1027.02|71
Docklands|-37.81,144.94,10|2017-08-28 11:00:00|Rain|9.96|1026.74|69
Docklands|-37.81,144.94,10|2017-08-28 12:00:00|Rain|10.64|1026.29|66
Docklands|-37.81,144.94,10|2017-08-28 13:00:00|Rain|11.27|1025.86|63
Docklands|-37.81,144.94,10|2017-08-28 14:00:00|Rain|11.66|1025.48|61
Southbank|-37.82,144.95,4|2017-08-26 14:00:00|Rain|15.26|1021.87|55
Southbank|-37.82,144.95,4|2017-08-26 15:00:00|Rain|14.81|1021.34|57
Southbank|-37.82,144.95,4|2017-08-26 16:00:00|Rain|14.16|1020.93|60
Southbank|-37.82,144.95,4|2017-08-26 17:00:00|Rain|13.33|1020.82|63
Southbank|-37.82,144.95,4|2017-08-26 18:00:00|Rain|12.57|1020.86|65
Southbank|-37.82,144.95,4|2017-08-26 19:00:00|Rain|11.93|1020.83|67
Southbank|-37.82,144.95,4|2017-08-26 20:00:00|Rain|11.47|1020.67|69
Southbank|-37.82,144.95,4|2017-08-26 21:00:00|Rain|10.94|1020.49|72
Southbank|-37.82,144.95,4|2017-08-26 22:00:00|Rain|10.33|1020.21|75
Southbank|-37.82,144.95,4|2017-08-26 23:00:00|Rain|9.83|1019.81|78
Southbank|-37.82,144.95,4|2017-08-27 00:00:00|Rain|9.46|1019.36|80
Southbank|-37.82,144.95,4|2017-08-27 01:00:00|Rain|9.17|1019.14|82
Southbank|-37.82,144.95,4|2017-08-27 02:00:00|Rain|8.75|1019.31|83
Southbank|-37.82,144.95,4|2017-08-27 03:00:00|Rain|8.17|1019.7|85
Southbank|-37.82,144.95,4|2017-08-27 04:00:00|Rain|7.87|1020.22|83
